INDEX;landuse;geometry;center_geo;energysum;conversionfactor
513;retail;POLYGON ((4559687.837156395 3272887.269270323, 4559732.664980118 3272887.92326135, 4559744.182410527 3272888.23556051, 4559745.884432351 3272889.989323243, 4559747.209870012 3272894.176222484, 4559750.30907739 3272901.156617524, 4559755.841426317 3272908.132217781, 4559758.649604414 3272911.454915312, 4559762.787883097 3272914.117730893, 4559767.610550633 3272916.122839529, 4559772.123086224 3272917.098967504, 4559779.062528045 3272918.058869706, 4559778.182546352 3272956.825820804, 4559778.16183045 3272957.950216951, 4559685.657439735 3272957.952427485, 4559686.871662658 3272929.207685549, 4559690.000719659 3272929.425954742, 4559690.596207387 3272901.38668139, 4559687.668954733 3272901.490169408, 4559687.837156395 3272887.269270323));POINT (4559729.053890082 3272926.10562359);90,45187529494598;9,045013412986398e-05
514;retail;POLYGON ((4559437.079975774 3272419.847447102, 4559497.455643471 3272416.860411777, 4559509.722007909 3272427.659994028, 4559512.179646271 3272485.352223293, 4559475.769673514 3272492.940550253, 4559441.237204178 3272498.257674452, 4559437.079975774 3272419.847447102));POINT (4559473.783959107 3272455.639799322);85,16516183780922;8,516352244000225e-05
515;commercial;POLYGON ((4560410.967057493 3274093.284332173, 4560412.012311072 3274087.875172999, 4560414.630379748 3274084.347485656, 4560418.442231867 3274081.836027728, 4560641.340828693 3274056.582943873, 4560649.076664083 3274135.247451743, 4560744.294927017 3274123.919452141, 4560727.709442531 3274278.297612219, 4560726.964366495 3274282.28390741, 4560724.815183677 3274285.945659153, 4560721.683760985 3274289.269949902, 4560717.383659041 3274291.066590967, 4560710.813887158 3274290.925496907, 4560437.387878195 3274265.150247178, 4560433.543393801 3274264.573579622, 4560430.770118261 3274263.34693971, 4560428.4583071 3274261.017298095, 4560427.745305102 3274258.085584273, 4560410.967057493 3274093.284332173));POINT (4560572.850035162 3274178.947936771);978,5700976582303;0,0009785512605464649
516;commercial;POLYGON ((4566111.471966182 3273885.454593777, 4566155.689166312 3273862.735910288, 4566174.820911274 3273899.267890208, 4566130.482719498 3273922.916420941, 4566111.471966182 3273885.454593777));POINT (4566143.065107385 3273892.662250813);33,60192367036538;3,36012768457861e-05
517;industrial;POLYGON ((4557424.708448472 3274843.223466343, 4557447.580693292 3274675.202376629, 4557451.340910018 3274574.344289577, 4557455.527486896 3274449.272154377, 4557456.805618641 3274304.617256898, 4557480.563151331 3274279.382720835, 4557551.729405028 3274279.899158767, 4557551.355152844 3274311.75935434, 4557571.819896229 3274311.994591992, 4557572.194280861 3274280.134397021, 4557617.344483932 3274280.150247068, 4557934.035346104 3274284.626705822, 4558009.285795016 3274285.691396078, 4558020.189003158 3274285.847765939, 4558080.319593951 3274286.710493826, 4558092.214542062 3274286.87013509, 4558103.280424676 3274287.034510131, 4558406.481732766 3274291.349520232, 4558414.732278364 3274291.289910708, 4558414.681936092 3274400.583471849, 4558436.927482493 3274401.220044453, 4558453.339133792 3274400.695526776, 4558453.515513831 3274391.154962724, 4558487.114134567 3274391.91507529, 4558498.336232899 3274392.076729949, 4558500.1422302 3274340.028286972, 4558490.374126031 3274332.281814662, 4558438.012560437 3274331.765865359, 4558438.15737271 3274300.975186466, 4558443.331347046 3274296.121095093, 4558462.884912908 3274291.747751886, 4558622.918297222 3274293.462364234, 4558623.575714037 3274422.835546602, 4558620.847586597 3274520.267341461, 4558605.348907482 3274531.966579558, 4558584.999581749 3274545.493488106, 4558572.909200936 3274552.186953494, 4558563.231952669 3274557.447911161, 4558547.753238437 3274564.390456836, 4558536.021028458 3274569.441039604, 4558517.162097863 3274575.763998035, 4558493.033807528 3274581.19810107, 4558468.23258904 3274583.413175227, 4558438.967557008 3274583.675197477, 4558439.096984396 3274582.544902579, 4558435.132195447 3274582.632540698, 4558433.194741347 3274587.854181591, 4558413.040656473 3274588.376811994, 4558323.026844662 3274587.285939228, 4558247.09365352 3274586.239074502, 4558235.072256706 3274586.039509101, 4558230.517830111 3274586.098941474, 4558211.979520647 3274585.942447465, 4558217.36375284 3274620.988048759, 4558224.545691295 3274688.678248972, 4558184.193781143 3274957.474980927, 4558140.512061873 3274951.228787908, 4558047.523460296 3274938.745680121, 4557961.383185906 3274926.092080382, 4557764.698170841 3274894.101993437, 4557727.099657893 3274887.906512784, 4557721.498930211 3274886.991347257, 4557556.444630685 3274860.105173322, 4557424.708448472 3274843.223466343));POINT (4557949.100738642 3274565.67150328);9411,798956044713;0,009411617782402402
518;commercial;POLYGON ((4547355.378927132 3274007.146086233, 4547358.597868577 3274006.870476679, 4547362.022618596 3274006.403776962, 4547371.17043562 3274005.419909444, 4547382.176371882 3274004.209406409, 4547392.76882552 3274002.979945575, 4547404.450976324 3274001.689124367, 4547412.789202717 3274000.879845058, 4547413.113505303 3274004.303901436, 4547413.927502506 3274011.984046972, 4547416.413951647 3274035.238207264, 4547416.841641637 3274040.249043069, 4547417.943975282 3274049.33506252, 4547418.195865925 3274052.85606481, 4547419.758958121 3274067.266389863, 4547420.093834424 3274070.902613367, 4547420.64058961 3274076.865907954, 4547421.188083368 3274081.046665235, 4547421.266740649 3274083.022246338, 4547422.031131304 3274089.274060728, 4547422.663761019 3274095.731505986, 4547422.99214718 3274099.066623137, 4547423.606893796 3274105.322708349, 4547425.179965967 3274121.28210533, 4547427.305038033 3274141.912676858, 4547414.518855205 3274143.141595867, 4547413.415723194 3274131.571079507, 4547368.722627088 3274135.780557683, 4547368.458787733 3274115.291167493, 4547366.825447308 3274106.670993932, 4547363.947339498 3274078.062318348, 4547362.606664811 3274071.048754027, 4547359.5125292 3274046.385246387, 4547359.115418307 3274041.888311062, 4547355.378927132 3274007.146086233));POINT (4547391.67465028 3274069.550986151);122,14835462354391;0,00012214600331298013
519;industrial;POLYGON ((4554674.063420608 3278918.176332962, 4554680.820459987 3278912.257346146, 4554683.383032627 3278915.164426444, 4554685.378327383 3278917.442925547, 4554678.621818823 3278923.350789228, 4554674.063420608 3278918.176332962));POINT (4554679.722407608 3278917.805021399);1,0010348155832303;1,001015546033969e-06
520;retail;POLYGON ((4546443.259669993 3278555.163788185, 4546493.414267519 3278547.588355439, 4546494.0804479 3278551.84130305, 4546497.699668095 3278577.163439097, 4546448.645745935 3278585.602481324, 4546446.518537732 3278573.57308203, 4546444.390804361 3278561.554801422, 4546443.259669993 3278555.163788185));POINT (4546470.61953626 3278566.35114993);24,6797361179709;2,467926104219584e-05
521;commercial;POLYGON ((4548533.242971799 3279186.615455662, 4548549.625356059 3279183.372544996, 4548588.46884856 3279176.042483618, 4548591.093467449 3279191.705872907, 4548599.552224648 3279190.314125563, 4548600.048368318 3279193.65715976, 4548601.644445674 3279204.582541415, 4548602.010037475 3279207.083945631, 4548604.592637353 3279223.358176018, 4548541.873971403 3279233.384245339, 4548538.128029811 3279214.393546252, 4548538.089924487 3279214.191242612, 4548533.242971799 3279186.615455662));POINT (4548568.169265243 3279205.282256454);48,26016939190381;4,825924040152608e-05
522;commercial;POLYGON ((4544017.517338087 3263556.167568884, 4544029.747303575 3263554.858846771, 4544034.232340896 3263561.333282616, 4544065.037044342 3263773.467780979, 4544027.312341796 3263779.686509167, 4544024.203048455 3263770.945773937, 4544015.065126646 3263719.799751006, 4544012.761323072 3263697.036075812, 4544012.129518179 3263679.283065275, 4544017.517338087 3263556.167568884));POINT (4544033.705513715 3263681.284394686);119,53847552560299;0,00011953617445424474
523;retail;POLYGON ((4550439.54877437 3262671.220575875, 4550459.045152781 3262622.658241453, 4550486.158177842 3262591.250428951, 4550498.761302573 3262566.422219147, 4550514.365433523 3262545.432218566, 4550528.502910461 3262526.401884896, 4550549.945957736 3262558.648457999, 4550575.096573834 3262546.858837559, 4550579.579883123 3262555.556617194, 4550627.064065663 3262532.381748359, 4550634.622833388 3262551.92914131, 4550637.100269756 3262556.623247731, 4550651.910492252 3262586.38973183, 4550659.077523537 3262584.260388668, 4550673.606997095 3262605.735960215, 4550613.582837547 3262645.374130729, 4550507.680286756 3262716.74147649, 4550467.077707564 3262678.068672543, 4550450.519668574 3262683.160561438, 4550439.54877437 3262671.220575875));POINT (4550550.004807922 3262618.496848341);378,96977040938623;0,0003789624753817351
524;retail;POLYGON ((4550720.517221989 3262490.80936098, 4550783.524906158 3262462.585950035, 4550811.814341658 3262519.974626246, 4550782.357115411 3262533.5683791, 4550753.231825997 3262552.893188799, 4550746.766796815 3262549.60694123, 4550729.822843403 3262510.270949809, 4550720.517221989 3262490.80936098));POINT (4550765.729624633 3262506.865580585);74,40328550137316;7,44018532656978e-05
525;retail;POLYGON ((4545399.408994284 3278618.979907145, 4545405.557739384 3278617.934234246, 4545419.158749025 3278615.534644705, 4545434.92131238 3278612.910484924, 4545437.836451426 3278629.866080387, 4545434.115241226 3278630.509828087, 4545431.235812667 3278631.14736575, 4545420.830007244 3278632.979465085, 4545416.929162682 3278633.693028267, 4545408.231673789 3278635.268751286, 4545401.970013107 3278636.409544279, 4545399.408994284 3278618.979907145));POINT (4545418.476132587 3278624.563237649);10,214897474013362;1,0214700841022173e-05
526;retail;POLYGON ((4546505.492867054 3279224.257929428, 4546507.89336929 3279224.145013016, 4546524.350017814 3279223.372171558, 4546524.815382079 3279244.071276731, 4546525.151280363 3279253.578835563, 4546506.857044472 3279254.17840753, 4546506.495954045 3279244.4803005, 4546505.492867054 3279224.257929428));POINT (4546515.472483668 3279238.760686673);8,993453921515988;8,99328080086057e-06
527;retail;POLYGON ((4546483.637337641 3279224.68340384, 4546488.833241393 3279224.575899062, 4546489.251544129 3279239.813723835, 4546483.4149436 3279239.836191293, 4546483.504500478 3279235.383871278, 4546483.5598892 3279227.398274382, 4546483.637337641 3279224.68340384));POINT (4546486.286478393 3279232.36319941);1,3548507677246258;1,3548246873493943e-06
528;industrial;POLYGON ((4546466.206270332 3279225.545468138, 4546468.480162225 3279225.382172757, 4546477.435308989 3279224.978817536, 4546477.488957039 3279227.49915046, 4546483.5598892 3279227.398274382, 4546483.504500478 3279235.383871278, 4546483.4149436 3279239.836191293, 4546489.251544129 3279239.813723835, 4546489.386780699 3279245.279029789, 4546489.71329798 3279254.697024751, 4546469.637724153 3279255.226324353, 4546466.848207289 3279255.388297181, 4546466.206270332 3279225.545468138));POINT (4546476.632569984 3279241.501934078);9,413578790448366;9,4133975825449e-06
529;industrial;POLYGON ((4546488.833241393 3279224.575899062, 4546505.492867054 3279224.257929428, 4546506.495954045 3279244.4803005, 4546506.857044472 3279254.17840753, 4546489.71329798 3279254.697024751, 4546489.386780699 3279245.279029789, 4546489.251544129 3279239.813723835, 4546488.833241393 3279224.575899062));POINT (4546497.727503962 3279239.50744877);8,233715608010945;8,233557112036539e-06
530;industrial;POLYGON ((4546524.350017814 3279223.372171558, 4546526.339125725 3279223.351837877, 4546542.289035907 3279223.268881055, 4546543.144266646 3279223.263478969, 4546543.282374809 3279240.014811383, 4546543.297697051 3279253.095113892, 4546525.151280363 3279253.578835563, 4546524.815382079 3279244.071276731, 4546524.350017814 3279223.372171558));POINT (4546533.956270246 3279238.244321364);8,99247442453765;8,992301322737186e-06
531;retail;POLYGON ((4546887.861084913 3280830.022528221, 4546892.404735321 3280803.72624926, 4546896.578615407 3280801.622674118, 4546937.137321944 3280799.406029467, 4546933.769889684 3280837.253901127, 4546887.861084913 3280830.022528221));POINT (4546913.987281349 3280817.386495663);24,185621167378105;2,4185155603132745e-05
532;industrial;POLYGON ((4548439.323184448 3279705.706523689, 4548563.148721064 3279679.484438254, 4548578.796785406 3279754.085524924, 4548455.932090329 3279779.816720708, 4548444.078634374 3279726.916335959, 4548439.323184448 3279705.706523689));POINT (4548509.327727209 3279729.713930687);154,90825679692952;0,00015490527487038827
533;industrial;POLYGON ((4548471.401176931 3279516.371104926, 4548472.828678767 3279516.169645004, 4548480.401590897 3279515.137896702, 4548556.328700279 3279504.507093517, 4548556.890229831 3279507.318363668, 4548562.956945471 3279539.150841916, 4548564.608681521 3279546.246182206, 4548569.48036767 3279567.138403435, 4548570.611423711 3279572.00370972, 4548575.699018931 3279593.797221678, 4548580.553891419 3279614.610694308, 4548584.542718671 3279631.718663828, 4548588.52629033 3279648.79297171, 4548592.888051764 3279667.511392994, 4548599.893062769 3279697.537851255, 4548603.525425256 3279713.114153287, 4548604.753418922 3279718.373897977, 4548607.474408695 3279730.053191374, 4548608.544325874 3279734.626011833, 4548613.478144228 3279755.77742419, 4548614.979384563 3279762.019096046, 4548619.238251108 3279780.610244513, 4548623.95502666 3279801.027456677, 4548589.678582745 3279820.85691035, 4548579.325089618 3279757.318635316, 4548578.796785406 3279754.085524924, 4548563.148721064 3279679.484438254, 4548537.123210581 3279552.630353943, 4548535.404239694 3279544.206103793, 4548523.540781949 3279546.454498309, 4548477.292851373 3279555.637749158, 4548471.401176931 3279516.371104926));POINT (4548562.578005575 3279640.916052489);193,74043013301107;0,00019373670070152256
534;retail;POLYGON ((4546453.271091955 3277992.46520581, 4546478.47752319 3277983.792328516, 4546483.437974959 3277982.192217237, 4546489.195229302 3277980.238642033, 4546497.060203369 3277977.467975948, 4546550.363057356 3277959.129833153, 4546555.685819288 3277958.359673918, 4546561.627412234 3277959.333571017, 4546567.072229094 3277961.220578769, 4546573.336822147 3277963.434792299, 4546578.890119907 3277965.471613777, 4546583.560815462 3277968.693545109, 4546583.996791412 3277969.838751787, 4546584.960487797 3277969.693478218, 4546589.492949867 3277995.235731721, 4546590.154479881 3277998.853436809, 4546597.926213037 3278044.998977022, 4546600.341409918 3278058.144589503, 4546602.158648541 3278071.452220713, 4546598.935012287 3278076.01726955, 4546504.74158834 3278092.271364009, 4546504.047072636 3278087.894572501, 4546500.741199309 3278070.94258386, 4546499.557815716 3278064.504609107, 4546495.967353884 3278046.213817707, 4546497.426742995 3278053.733962538, 4546466.363141517 3278059.754500043, 4546463.529109377 3278045.23059959, 4546455.643670296 3278004.628364339, 4546453.271091955 3277992.46520581));POINT (4546532.76515067 3278024.895483247);228,16891574498828;0,0002281645235779094
535;commercial;POLYGON ((4564968.972916949 3266699.511198555, 4565059.92984812 3266684.280937828, 4565062.630641026 3266688.548471482, 4565066.198739357 3266692.479992675, 4565070.304696903 3266695.446354365, 4565073.797839575 3266696.911549315, 4565076.970820871 3266698.383213829, 4565077.246469188 3266742.601583546, 4565082.234093697 3266742.747740438, 4565081.093932658 3266790.673676047, 4565065.738754753 3266790.327263463, 4564976.398858142 3266787.54077199, 4564971.022999953 3266731.43715567, 4564968.972916949 3266699.511198555));POINT (4565026.896380354 3266740.433422657);167,94430792948563;0,00016794107506379064
536;retail;POLYGON ((4560796.371500276 3275253.850116229, 4560800.531828823 3275192.644868915, 4560802.712163775 3275163.189249362, 4560804.498797961 3275156.100232805, 4560833.880321153 3275046.982387657, 4560836.205778893 3275043.462980725, 4560849.116781482 3275047.545321681, 4560856.997749506 3275015.013081768, 4560862.607471319 3274972.943594667, 4560866.389904007 3274948.379594039, 4560872.550927499 3274851.826664033, 4560899.44963481 3274853.135405664, 4560893.251189076 3274949.887080191, 4560923.229986852 3274950.98928295, 4560928.38384178 3274875.747990024, 4560930.468843535 3274830.197630225, 4560972.521296244 3274832.110504519, 4560958.061998668 3275078.274384791, 4560955.231438473 3275134.752940981, 4561034.493052379 3275138.054240657, 4561052.860364744 3275138.903968609, 4561063.209589164 3275162.428855245, 4561058.796169024 3275281.207562621, 4561052.843045057 3275280.984539007, 4561052.319908403 3275290.56413159, 4561051.83306408 3275298.70807439, 4560941.560060007 3275291.902351892, 4560897.876061374 3275297.04148554, 4560899.251663776 3275319.193353208, 4560806.974556553 3275325.278245883, 4560805.225315878 3275305.203086303, 4560796.371500276 3275253.850116229));POINT (4560917.547042151 3275135.697159893);1185,9289171542832;0,0011859060884620804
537;industrial;POLYGON ((4565847.380538316 3272222.720265801, 4565852.830161599 3272210.220488077, 4565855.310200715 3272205.607664264, 4565855.932837036 3272204.981110843, 4565857.285920055 3272203.610778525, 4565869.944251658 3272193.909194204, 4565871.710603349 3272149.22298899, 4565871.661217065 3272148.986527915, 4565897.895974332 3272119.633454624, 4565904.014279614 3272095.912154081, 4565910.513146062 3272029.263367256, 4565921.504067445 3272001.348920395, 4565923.038996053 3271976.709218236, 4565948.109487376 3271978.076431686, 4566027.917895562 3271982.964307596, 4566062.576629844 3271953.484364065, 4566070.212341461 3271956.448899417, 4566073.593534529 3271952.582961645, 4566078.872965708 3271949.50220655, 4566088.080731659 3271948.210098103, 4566213.745594368 3271999.718588736, 4566223.84729974 3272007.341286946, 4566245.75655408 3272016.876993933, 4566243.818076167 3272022.887201349, 4566279.887436906 3272036.637128992, 4566307.76171014 3272045.422208389, 4566317.121742072 3272048.428305004, 4566286.639092093 3272145.06355059, 4566176.357674704 3272107.121130309, 4566163.438105782 3272133.200878619, 4566150.507310141 3272156.104238526, 4566134.114414242 3272164.482954371, 4566131.999045378 3272159.06246483, 4566067.484735516 3272190.880885734, 4566062.625410805 3272190.316345388, 4566064.228974354 3272162.682490662, 4565960.642275769 3272158.262360199, 4565952.481731491 3272171.273749155, 4565912.598621105 3272201.553608003, 4565911.995572902 3272206.148152728, 4565911.678301433 3272225.454937393, 4565847.380538316 3272222.720265801));POINT (4566072.238151236 3272076.311012221);1136,0308743940088;0,0011360090062206391
538;retail;POLYGON ((4565651.566288617 3272267.407390646, 4565671.664086718 3272268.136667973, 4565670.806976304 3272286.291169305, 4565679.040408649 3272311.627083397, 4565659.954251841 3272317.745349568, 4565650.949069553 3272289.752524619, 4565651.566288617 3272267.407390646));POINT (4565663.301750724 3272291.559314136);15,571686307505805;1,5571386558314557e-05
539;retail;POLYGON ((4565911.995572902 3272206.148152728, 4565912.598621105 3272201.553608003, 4565952.481731491 3272171.273749155, 4565960.642275769 3272158.262360199, 4566064.228974354 3272162.682490662, 4566062.625410805 3272190.316345388, 4566060.241545843 3272232.085781456, 4566049.680004227 3272231.63916501, 4566047.10066124 3272231.700482538, 4565930.650414692 3272225.861936736, 4565911.678301433 3272225.454937393, 4565911.995572902 3272206.148152728));POINT (4565995.119058105 3272196.805240438);147,99292981333852;0,00014799008100427918
540;industrial;POLYGON ((4555234.801087646 3266927.228903749, 4555243.779546678 3266910.707855179, 4555261.995741703 3266872.797946869, 4555262.503179215 3266871.42927568, 4555253.907135643 3266867.066248516, 4555273.069662734 3266829.290383296, 4555282.568408079 3266810.565688091, 4555288.297170149 3266799.283253661, 4555292.051522445 3266791.884833982, 4555308.242069978 3266800.073275286, 4555406.943331893 3266849.468442644, 4555374.904285837 3266913.573990167, 4555376.737179236 3266920.368383947, 4555464.932073813 3266963.88483563, 4555429.027522222 3266966.503759341, 4555396.218854255 3266949.849503515, 4555364.585516767 3266933.797195485, 4555357.859928082 3266943.438958778, 4555340.759996575 3266973.903002487, 4555335.459146692 3266983.344977994, 4555321.25509545 3266970.604472556, 4555234.801087646 3266927.228903749));POINT (4555325.998234944 3266890.348784526);319,26513339894774;0,0003192589876634352
541;retail;POLYGON ((4555140.135193188 3266859.388089254, 4555146.978294633 3266847.556669293, 4555159.37595507 3266826.094572708, 4555176.35317633 3266794.476512457, 4555197.434383959 3266744.691252163, 4555292.051522445 3266791.884833982, 4555288.297170149 3266799.283253661, 4555282.568408079 3266810.565688091, 4555273.069662734 3266829.290383296, 4555253.907135643 3266867.066248516, 4555262.503179215 3266871.42927568, 4555261.995741703 3266872.797946869, 4555243.779546678 3266910.707855179, 4555204.663985448 3266891.605465549, 4555140.135193188 3266859.388089254));POINT (4555217.802650223 3266827.941294121);221,4522634189279;0,00022144800054491742
542;industrial;POLYGON ((4555374.904285837 3266913.573990167, 4555406.943331893 3266849.468442644, 4555442.151077642 3266778.995432237, 4555449.024336092 3266772.257670315, 4555455.561478199 3266769.002524243, 4555462.591065397 3266767.976858374, 4555469.787020732 3266768.741805182, 4555529.568537427 3266794.064122025, 4555599.859628186 3266823.841693928, 4555611.970344333 3266828.973926183, 4555621.961949756 3266846.150244912, 4555641.753105666 3266854.722534234, 4555648.437950226 3266839.675346526, 4555650.701808617 3266834.579601351, 4555692.51156326 3266852.665967113, 4555699.249529025 3266856.038995042, 4555716.167722707 3266867.639401698, 4555612.198494015 3267023.690053922, 4555498.295980634 3266966.749942563, 4555485.000764981 3266961.494894541, 4555479.626486459 3266962.911064462, 4555464.932073813 3266963.88483563, 4555376.737179236 3266920.368383947, 4555374.904285837 3266913.573990167));POINT (4555539.467050921 3266892.290724379);782,3321338631137;0,0007823170742594341
543;industrial;POLYGON ((4555362.640863889 3267098.215152631, 4555391.23151588 3267041.489015884, 4555393.69539764 3267036.614358864, 4555405.981461125 3267012.228364501, 4555429.027522222 3266966.503759341, 4555464.932073813 3266963.88483563, 4555479.626486459 3266962.911064462, 4555485.000764981 3266961.494894541, 4555498.295980634 3266966.749942563, 4555612.198494015 3267023.690053922, 4555556.213368491 3267132.216554329, 4555526.952951669 3267129.066726964, 4555523.903786235 3267127.9526027, 4555510.90628452 3267117.463747506, 4555450.432992362 3267113.868762902, 4555372.705069643 3267103.595122948, 4555362.640863889 3267098.215152631));POINT (4555488.279587968 3267048.821674476);444,18336684669185;0,0004441748164814746
544;industrial;POLYGON ((4555072.024742979 3267020.168434086, 4555081.620898121 3266990.228162001, 4555091.189505166 3266990.737330435, 4555092.092298811 3266988.351187188, 4555094.752546154 3266981.346463245, 4555099.903564255 3266969.468226023, 4555114.007855339 3266975.741050265, 4555123.834340404 3266956.83107377, 4555141.535654621 3266966.004227235, 4555151.171165544 3266946.249605364, 4555108.907823284 3266925.528035987, 4555107.657572712 3266924.922829899, 4555119.490747418 3266901.305799856, 4555142.287009055 3266912.503127338, 4555144.101059856 3266914.984618353, 4555145.721975946 3266911.663179672, 4555148.827862737 3266905.303548302, 4555150.907057977 3266906.360308123, 4555159.184506616 3266903.554967309, 4555165.839094271 3266890.11020664, 4555143.802344073 3266879.249605782, 4555132.321939418 3266873.591320084, 4555136.120603442 3266866.685139791, 4555140.135193188 3266859.388089254, 4555204.663985448 3266891.605465549, 4555216.838069418 3266897.553080534, 4555243.779546678 3266910.707855179, 4555234.801087646 3266927.228903749, 4555232.361924822 3266932.015670425, 4555227.119653074 3266942.374164881, 4555213.5380312 3266969.551454231, 4555202.942106504 3266990.753442102, 4555200.672362771 3266995.269707235, 4555180.704004044 3267034.846004135, 4555178.955520827 3267038.417646516, 4555177.177240524 3267042.04358616, 4555072.024742979 3267020.168434086));POINT (4555161.510560407 3266960.320979719);246,7543789362412;0,00024674962900588285
545;retail;POLYGON ((4539933.017802903 3280052.119912717, 4539944.811562127 3280039.743786476, 4539985.8240537 3280052.830212627, 4539985.972740785 3280064.222212197, 4539942.389718275 3280087.093773595, 4539933.017802903 3280052.119912717));POINT (4539956.861246826 3280061.206311246);24,24502251691002;2,4244555809210692e-05
546;retail;POLYGON ((4555275.766968044 3262977.066415402, 4555294.464890555 3262950.588124324, 4555295.721229894 3262948.798117216, 4555290.345274108 3262945.011408572, 4555306.188621464 3262922.576067933, 4555325.658277205 3262936.25615431, 4555289.853241506 3262986.970469661, 4555275.766968044 3262977.066415402));POINT (4555300.747771891 3262953.629556639);20,183701991625078;2,018331346284092e-05
547;retail;POLYGON ((4555225.200836921 3262940.197879166, 4555241.244109199 3262913.98360104, 4555275.726538118 3262933.845388314, 4555256.779095696 3262963.565335217, 4555225.200836921 3262940.197879166));POINT (4555250.13744263 3262938.109496338);21,029390651282377;2,102898584330489e-05
548;commercial;POLYGON ((4552524.03917183 3269891.688525324, 4552533.387538712 3269890.255212248, 4552530.981301923 3269875.669394958, 4552537.643065327 3269874.689439045, 4552547.997151109 3269872.980219041, 4552549.111543631 3269880.20769198, 4552550.279680888 3269887.44882813, 4552550.451714117 3269888.41507673, 4552584.042927688 3269883.005112744, 4552588.82385587 3269882.260093031, 4552594.284596155 3269914.258766879, 4552595.63151752 3269922.1768035, 4552583.314204233 3269924.284044058, 4552579.53589261 3269927.271003167, 4552571.203137828 3269933.988431613, 4552568.609629112 3269936.072802437, 4552559.162550952 3269943.785285589, 4552560.300919242 3269950.93589704, 4552562.5573458 3269964.946486708, 4552567.707113875 3269996.763418665, 4552571.18726817 3270018.563708257, 4552556.678093282 3270006.162062476, 4552549.253905541 3269999.808460227, 4552541.870402178 3269993.456778642, 4552540.059346583 3269991.923416144, 4552536.944928154 3269972.457768914, 4552536.459665488 3269969.33763828, 4552534.776050081 3269958.752124595, 4552533.05439377 3269947.819437744, 4552530.163507763 3269929.812693641, 4552527.344545722 3269912.154716378, 4552527.180838616 3269911.300275375, 4552524.03917183 3269891.688525324));POINT (4552555.473178256 3269930.778377631);83,18579154275565;8,31841902470934e-05
549;commercial;POLYGON ((4539101.879760865 3275671.846764637, 4539122.057098361 3275652.64272809, 4539229.193815612 3275648.305175671, 4539270.865853018 3275670.948773722, 4539371.389121908 3275726.545180497, 4539383.12350296 3275772.394314611, 4539393.23724643 3275771.99572548, 4539394.253234237 3275783.637644047, 4539406.440067251 3275807.427099265, 4539431.033457186 3275842.137825425, 4539435.88321386 3275850.473910434, 4539438.894734243 3275856.79015296, 4539447.572277032 3275872.626106156, 4539458.008856708 3275877.778630545, 4539428.989868486 3275928.717762266, 4539419.079856374 3275934.762213267, 4539409.53255941 3275942.571760175, 4539384.144748671 3275966.111248783, 4539357.722691075 3276013.64550556, 4539178.869077592 3275915.067325735, 4539164.938702336 3275904.814549906, 4539126.968205947 3275884.162536869, 4539119.473490264 3275879.720189226, 4539179.404513342 3275769.500580321, 4539183.875305258 3275762.100886995, 4539174.545093366 3275752.976347761, 4539110.908600017 3275691.418394845, 4539102.785118347 3275685.07672861, 4539102.727230414 3275680.729518689, 4539101.879760865 3275671.846764637));POINT (4539278.016142707 3275822.36008403);1218,5172911804227;0,0012184938351740956
550;commercial;POLYGON ((4553407.281482111 3279283.374096271, 4553408.282578248 3279280.724997453, 4553409.856860926 3279278.582046647, 4553436.420430435 3279265.094841775, 4553458.108450147 3279311.889287446, 4553425.036079489 3279323.966162978, 4553410.491618533 3279328.003989261, 4553407.281482111 3279283.374096271));POINT (4553428.911793821 3279298.093561246);32,899170674004175;3,2898537377159666e-05
551;industrial;POLYGON ((4546514.696172583 3278912.105987681, 4546603.469000069 3278899.024923705, 4546606.162052728 3278912.016189348, 4546619.311550027 3278982.350365036, 4546572.990942358 3278983.381820053, 4546526.819858578 3278984.409413707, 4546514.696172583 3278912.105987681));POINT (4546567.234913477 3278944.487413001);115,77636385221922;0,00011577413520011661
552;retail;POLYGON ((4546468.699618106 3278913.309265382, 4546510.557521703 3278906.780489767, 4546511.928669695 3278912.670030809, 4546514.696172583 3278912.105987681, 4546526.819858578 3278984.409413707, 4546468.917829506 3278986.872419373, 4546468.699618106 3278913.309265382));POINT (4546494.913940863 3278949.393140041);63,26293133199572;6,326171354401e-05
553;industrial;POLYGON ((4546466.443613787 3279000.529495472, 4546534.620177392 3278998.637170721, 4546537.555235634 3278998.559879883, 4546537.702189201 3279004.359955648, 4546539.7923777 3279087.645904931, 4546539.948526086 3279093.245863897, 4546540.19774653 3279101.835887148, 4546505.662615792 3279102.627705772, 4546505.666232006 3279101.959408326, 4546468.592178945 3279103.069749247, 4546466.443613787 3279000.529495472));POINT (4546503.249572611 3279051.012744727);118,55796330583206;0,00011855568110897072
554;industrial;POLYGON ((4545523.317256988 3280287.979210433, 4545525.674217816 3280283.919961502, 4545657.731840453 3280225.492547527, 4545685.595448134 3280298.812498514, 4545593.882107757 3280340.84129998, 4545523.317256988 3280287.979210433));POINT (4545612.747259639 3280285.828805286);159,98058409247025;0,00015997750452550813
