INDEX;landuse;geometry;center_geo;energysum;conversionfactor
2047;commercial;POLYGON ((4543549.250292158 3273113.899981975, 4543549.980288645 3273107.839012085, 4543550.887528998 3273099.067733733, 4543554.704451111 3273076.468570208, 4543651.375081235 3273087.782972102, 4543639.392170893 3273126.846947744, 4543557.943820714 3273115.150055562, 4543549.250292158 3273113.899981975));POINT (4543599.096439314 3273101.096528604);59,56687204548295;5,9565725405268903e-05
2048;retail;POLYGON ((4536502.896981644 3275707.911560327, 4536543.16457862 3275697.551935237, 4536571.09349472 3275715.828276191, 4536577.749887098 3275720.241105522, 4536582.62645155 3275735.025275472, 4536514.840431776 3275752.380327269, 4536502.896981644 3275707.911560327));POINT (4536539.21732187 3275724.417538158);44,75624259303508;4,4755381051949835e-05
2049;commercial;POLYGON ((4544546.94032072 3264124.930336214, 4544586.74107372 3264059.798040055, 4544607.760233124 3264071.298952579, 4544566.573965141 3264137.560463537, 4544546.94032072 3264124.930336214));POINT (4544577.124543706 3264098.282850348);29,461668836599973;2,9461101710392046e-05
2050;commercial;POLYGON ((4559277.998070197 3276856.204059793, 4559291.958260903 3276571.317232474, 4559419.977852342 3276578.578403288, 4559420.780889516 3276566.950964416, 4559466.723330112 3276569.686278678, 4559454.308736286 3276864.052309518, 4559277.998070197 3276856.204059793));POINT (4559373.256473953 3276716.916958169);814,2644701832261;0,0008142487958939051
2051;retail;POLYGON ((4537948.951472606 3275179.16071724, 4537983.447767801 3275147.949536223, 4538000.826860394 3275132.227251882, 4538007.887431184 3275139.623056427, 4538023.884630336 3275157.438239362, 4537967.934538333 3275208.837513971, 4537958.957708587 3275198.405339401, 4537949.134365786 3275187.00017423, 4537948.951472606 3275179.16071724));POINT (4537984.673016892 3275170.239211426);41,81082183667106;4,181001699384393e-05
2052;commercial;POLYGON ((4537903.860757745 3275222.093139319, 4537926.093394518 3275199.788763128, 4537932.677845776 3275199.833402372, 4537937.319885748 3275204.493652822, 4537951.895515488 3275220.675312091, 4537956.186484305 3275225.442673203, 4537929.271068309 3275249.534923987, 4537910.417909693 3275228.742557796, 4537903.860757745 3275222.093139319));POINT (4537929.917810859 3275223.354456197);22,27714258280138;2,2276713756061573e-05
2053;retail;POLYGON ((4537587.979761934 3275742.689502979, 4537596.168017713 3275689.031643447, 4537602.297691164 3275689.980509358, 4537658.706296585 3275697.617180295, 4537667.37999353 3275711.366355852, 4537670.520452864 3275716.506230816, 4537684.066587611 3275739.526392286, 4537667.286783181 3275749.282687424, 4537661.995015614 3275752.882248117, 4537587.979761934 3275742.689502979));POINT (4537632.307889278 3275722.561770608);70,65657861452279;7,065521850156663e-05
2054;commercial;POLYGON ((4554321.126494204 3271543.952426755, 4554347.550671052 3271526.56164733, 4554388.785462637 3271591.129154603, 4554363.549087374 3271611.561901954, 4554321.126494204 3271543.952426755));POINT (4554355.23387954 3271568.47247902);40,351459244852116;4,03506824942141e-05
2055;commercial;POLYGON ((4554166.670347913 3271643.145003922, 4554225.066640401 3271605.281713598, 4554245.668379204 3271591.97168391, 4554286.442570017 3271565.810668361, 4554293.302349924 3271576.508065691, 4554296.466110504 3271577.014190252, 4554297.558867157 3271577.333261736, 4554299.470091617 3271580.454212822, 4554297.549573842 3271588.831219937, 4554325.917333712 3271635.241403648, 4554296.696846647 3271653.848215023, 4554290.806971492 3271659.363499862, 4554220.82516118 3271725.925741346, 4554217.5560188 3271721.916138041, 4554213.33425669 3271715.209750387, 4554186.713974853 3271673.785236597, 4554180.2120975 3271663.851408182, 4554166.670347913 3271643.145003922));POINT (4554246.636066869 3271643.024370197);196,2914384053115;0,00019628765986785904
2056;commercial;POLYGON ((4537731.327777859 3275249.529524915, 4537817.368701465 3275070.472395842, 4537820.417369684 3275069.247390169, 4537822.3105158 3275070.19956291, 4537823.314565378 3275071.602794586, 4537827.0811675 3275080.557877308, 4537831.688659479 3275088.001489837, 4537836.129582199 3275094.758243501, 4537869.8591157 3275130.797998529, 4537881.417047233 3275143.215052573, 4537901.574225204 3275164.164911857, 4537901.08506379 3275168.777622535, 4537874.552072495 3275193.588814547, 4537872.686268971 3275195.244575778, 4537849.252206652 3275217.084157889, 4537842.835587208 3275223.073735714, 4537826.299325468 3275238.488264872, 4537780.678484145 3275281.008519877, 4537731.327777859 3275249.529524915));POINT (4537813.561889368 3275182.596393794);266,5736279460271;0,0002665684965024694
2057;commercial;POLYGON ((4537125.076105535 3274117.661114374, 4537138.430582236 3274116.374908828, 4537136.419905976 3274096.803145472, 4537140.405393882 3274096.521089118, 4537139.546878959 3274084.095922271, 4537134.017125131 3274024.767682207, 4537132.412525636 3274006.305430413, 4537262.784028553 3273999.566489256, 4537268.156265862 3274004.035236934, 4537284.024857594 3274177.911889101, 4537280.555763813 3274182.349374386, 4537242.811271808 3274178.287893055, 4537229.512536049 3274176.924961016, 4537203.069069702 3274174.094558614, 4537189.813435209 3274172.677924838, 4537147.078134274 3274168.13103199, 4537129.477200129 3274166.223327807, 4537128.261372609 3274152.813333347, 4537127.886754309 3274148.675161921, 4537126.96033272 3274138.408156541, 4537125.805588701 3274125.769492215, 4537125.076105535 3274117.661114374));POINT (4537206.42529822 3274091.134952426);394,37449231110105;0,0003943669007482616
2058;commercial;POLYGON ((4550468.989776812 3264178.448340046, 4550493.90662953 3264087.422380233, 4550555.928114932 3264105.287348115, 4550663.440555203 3264135.817362693, 4550719.888656983 3264151.44234394, 4550727.612157193 3264156.302380623, 4550732.358920486 3264165.291190783, 4550731.736608396 3264176.726652951, 4550711.225805268 3264248.659697035, 4550808.540071055 3264275.209629055, 4550778.355715757 3264374.267392429, 4550734.233695217 3264362.066668262, 4550647.700154329 3264338.046723053, 4550677.197428438 3264236.884091888, 4550468.989776812 3264178.448340046));POINT (4550649.316306852 3264219.345363799);610,0281004017994;0,0006100163575869158
2059;commercial;POLYGON ((4547013.897614325 3267238.635485234, 4547025.239470233 3267239.020789944, 4547025.239534508 3267239.611260674, 4547025.993497714 3267239.634621539, 4547026.706733776 3267239.656118818, 4547026.760461458 3267239.079250532, 4547032.329571205 3267239.267255023, 4547053.043779169 3267239.970120191, 4547072.976358886 3267240.659578872, 4547086.702281325 3267241.120721855, 4547085.882116853 3267265.169826306, 4547085.733834624 3267269.430007298, 4547085.664365404 3267271.532459383, 4547085.601541999 3267273.49038384, 4547084.643311399 3267301.577319748, 4547083.987209837 3267320.431130454, 4547083.437100215 3267336.092351868, 4547070.400554178 3267336.620875322, 4547070.50424551 3267337.472330418, 4547061.459396726 3267338.172440578, 4547060.659920514 3267337.511958699, 4547059.216834199 3267337.535037999, 4547052.658849389 3267338.293280039, 4547052.738828211 3267338.920831223, 4547040.96939094 3267340.443259746, 4547032.560760056 3267341.952401919, 4547026.213193071 3267308.985652206, 4547024.736868679 3267301.29771616, 4547024.295409252 3267298.915643159, 4547025.026444612 3267298.993659671, 4547024.414795913 3267295.578835588, 4547022.522554632 3267289.687835121, 4547021.540080638 3267284.573766267, 4547017.570309612 3267263.948556114, 4547013.716976993 3267243.896865515, 4547013.897614325 3267238.635485234));POINT (4547053.159868794 3267286.267211489);99,63342008296938;9,963150217655248e-05
2060;commercial;POLYGON ((4549740.88423257 3273940.78522155, 4549742.127410388 3273923.005588202, 4549752.090675978 3273928.158235187, 4549763.782268341 3273934.560918122, 4549787.2128123 3273947.368569163, 4549798.898572078 3273953.748786937, 4549820.321695602 3273965.460748421, 4549833.523880157 3273972.680168496, 4549851.952430748 3273982.760378955, 4549866.194895935 3273990.540669857, 4549881.761900997 3273999.050961181, 4549875.146994504 3274016.347306722, 4549740.88423257 3273940.78522155));POINT (4549811.299635859 3273970.402695267);43,90681940253131;4,390597421252772e-05
2061;commercial;POLYGON ((4554679.207378115 3278368.639047957, 4554684.634599137 3278342.935561749, 4554715.333043269 3278305.840412749, 4554736.882144819 3278321.826520497, 4554744.43080589 3278356.680417025, 4554679.207378115 3278368.639047957));POINT (4554713.073279618 3278341.153503508);39,42900011064065;3,942824111699915e-05
2062;retail;POLYGON ((4548295.405430825 3264092.614473845, 4548369.985571763 3263936.884150644, 4548350.19401379 3263925.479012794, 4548399.163322857 3263812.61151596, 4548416.163080795 3263775.135356046, 4548359.471189308 3263713.30204411, 4548372.595574083 3263701.951397037, 4548450.381446562 3263787.672436614, 4548533.909113619 3263716.737900008, 4548543.419016256 3263728.216380075, 4548485.154978035 3263784.660175826, 4548507.393070786 3263808.823486699, 4548500.584529252 3263814.893938847, 4548487.025480636 3263827.694859257, 4548475.26409214 3263838.12751415, 4548453.821808388 3263814.713989643, 4548438.873641541 3263837.544871064, 4548359.75367041 3264004.540741737, 4548309.245980463 3264099.924391624, 4548295.405430825 3264092.614473845));POINT (4548410.036021036 3263861.051529919);259,09975512583344;0,0002590947675515581
2063;retail;POLYGON ((4546933.325405822 3266519.55970387, 4546952.217421161 3266508.904080252, 4546992.708929036 3266589.009820335, 4546998.625132995 3266600.165118454, 4547000.909381774 3266604.492015611, 4547003.314437069 3266609.002695076, 4547009.142188871 3266620.009130469, 4547011.653438476 3266624.725209343, 4547012.391658173 3266626.129313146, 4547013.731518773 3266628.652750222, 4547016.298090249 3266633.34908127, 4547018.671361246 3266637.958583695, 4547023.654105174 3266647.366654148, 4547026.039114032 3266651.720457475, 4547026.940614564 3266655.048268061, 4547028.134539105 3266657.342214884, 4547026.914841719 3266657.977143273, 4547027.714294761 3266659.52888323, 4547031.269870233 3266660.616263012, 4547039.869863351 3266675.392660426, 4547045.548677458 3266685.935556579, 4547049.792460017 3266693.805824617, 4547123.321869713 3266715.620385578, 4547121.946241173 3266723.344908534, 4547121.706287618 3266724.124928955, 4547118.918536746 3266733.266553727, 4547110.973059986 3266737.403788529, 4547111.697061009 3266739.26403596, 4547113.238363776 3266742.286925002, 4547123.083644461 3266761.63255656, 4547131.143193138 3266757.233182651, 4547140.78897449 3266775.589322858, 4547132.557771995 3266779.579749601, 4547121.068797771 3266785.181326799, 4547103.298176199 3266793.949085072, 4547101.075769309 3266794.939171142, 4547101.825322321 3266796.243541958, 4547111.461916058 3266814.799740207, 4547121.29858821 3266832.997470394, 4547130.749833367 3266851.734625876, 4547147.390654942 3266883.356751539, 4547153.033990767 3266893.920456782, 4547155.285164287 3266898.368477249, 4547169.501724536 3266925.601594938, 4547182.724743452 3266951.508063994, 4547196.880526536 3266978.872186719, 4547199.5125912 3266984.206665578, 4547203.764657529 3266992.032911485, 4547207.219796715 3266998.106965187, 4547220.74362808 3267022.345056135, 4547227.20086474 3267033.692581682, 4547230.892875401 3267039.643812833, 4547238.272858361 3267052.816165303, 4547265.789490508 3267101.135825432, 4547279.119906588 3267124.685653226, 4547289.171761181 3267142.169488331, 4547299.210746292 3267159.931281787, 4547302.406392243 3267165.72614483, 4547306.787457015 3267173.402435455, 4547310.41511988 3267180.008104743, 4547327.994748954 3267210.392779721, 4547339.836418046 3267230.510026052, 4547349.211662973 3267246.871191486, 4547359.155663819 3267264.617638406, 4547366.637393564 3267278.519046996, 4547388.899224051 3267318.14273553, 4547405.390702129 3267347.319209249, 4547413.271648343 3267367.611626714, 4547564.668802365 3267625.214760159, 4547584.894885505 3267663.186393963, 4547589.447496273 3267670.514346389, 4547599.820056974 3267687.3340585, 4547602.336131084 3267691.181728547, 4547605.661258601 3267696.659681767, 4547638.04317172 3267748.157439374, 4547641.584502492 3267753.812457698, 4547637.699755603 3267756.196611294, 4547632.503791159 3267759.434157702, 4547576.853911794 3267671.630005055, 4547552.711548669 3267682.3319199, 4547550.63584087 3267753.349532906, 4547550.486248311 3267755.414891798, 4547549.988980274 3267756.907253341, 4547548.128771201 3267759.194948926, 4547546.296234793 3267760.291830398, 4547542.816094857 3267760.834073357, 4547530.038228157 3267760.493059169, 4547530.262641198 3267750.309364079, 4547531.810134003 3267720.711939559, 4547533.473111727 3267696.578888524, 4547531.667198667 3267696.507195657, 4547532.675661223 3267669.012973879, 4547532.516911658 3267655.926193993, 4547526.304901886 3267649.034672981, 4547521.768312163 3267641.651814839, 4547501.601598667 3267608.284411847, 4547495.131537866 3267597.247803834, 4547488.845479249 3267587.088639107, 4547477.534980946 3267568.321079129, 4547470.341228669 3267556.159510552, 4547458.017686925 3267535.607562235, 4547445.553033396 3267515.015758055, 4547433.13782807 3267494.381694595, 4547426.92319892 3267483.847106135, 4547420.861464527 3267473.832020057, 4547408.70064256 3267453.57734323, 4547395.437132162 3267431.71242469, 4547384.863078844 3267414.661158465, 4547372.737167716 3267394.675570239, 4547369.583173156 3267389.606717903, 4547361.059047515 3267375.746647548, 4547358.590849163 3267370.998898178, 4547348.355720574 3267352.637485716, 4547346.972334472 3267350.033954544, 4547341.396159897 3267340.397746898, 4547336.413347634 3267331.613166895, 4547335.283032962 3267329.422310419, 4547330.23307367 3267320.32271469, 4547318.934644772 3267300.230370686, 4547307.780059204 3267279.966393609, 4547298.254744501 3267262.874273343, 4547290.090502795 3267247.983590798, 4547282.072128678 3267233.912895257, 4547270.444721729 3267213.126017528, 4547265.260142221 3267203.842080569, 4547261.729591708 3267198.377269657, 4547256.550467843 3267188.826211352, 4547244.421090728 3267166.969166937, 4547233.121387361 3267146.888143209, 4547200.082178283 3267087.754166494, 4547188.027717573 3267066.179243748, 4547175.034097104 3267043.28014831, 4547168.205265574 3267031.135817923, 4547161.740772131 3267018.907912232, 4547151.862764698 3267001.621731197, 4547150.823080773 3266999.379371151, 4547146.78075896 3266998.971483643, 4547143.130758823 3266998.75981521, 4547129.882770102 3266998.097612221, 4547127.122021958 3266997.926664872, 4547122.522554855 3266997.504433, 4547123.790167694 3266970.679448379, 4547164.48834931 3266952.812121848, 4547139.010751327 3266900.642596686, 4546933.325405822 3266519.55970387));POINT (4547297.94999847 3267194.213291303);922,3498078878313;0,0009223320529958111
2064;retail;POLYGON ((4551634.715203524 3273645.666118542, 4551768.833128996 3273647.973457923, 4551773.558316993 3273663.647940361, 4551802.42808013 3273666.191065026, 4551808.135811867 3273667.472066076, 4551809.665393124 3273670.48503044, 4551839.034589306 3273681.474792087, 4551859.933132334 3273722.763318925, 4551844.622161483 3273727.049202546, 4551826.875022468 3273695.166907291, 4551788.090481526 3273679.681069266, 4551652.059278008 3273675.890983079, 4551634.715203524 3273645.666118542));POINT (4551741.915477589 3273670.138417391);91,11021461179756;9,110846077392766e-05
2065;retail;POLYGON ((4552114.639220985 3275137.726572979, 4552135.718276002 3275125.823862457, 4552117.52638272 3275094.754852513, 4552133.88135263 3275085.817185521, 4552271.692404655 3275330.511192877, 4552280.046606991 3275344.183993537, 4552386.765210929 3275528.127333189, 4552361.982993485 3275541.960899971, 4552395.258670651 3275596.702048514, 4552378.333202676 3275604.798670693, 4552243.051342063 3275363.807136372, 4552233.453489394 3275351.446494651, 4552114.639220985 3275137.726572979));POINT (4552253.014760985 3275340.022314772);358,481679062973;0,00035847477842348833
2066;commercial;POLYGON ((4561229.064758186 3277888.95301756, 4561258.122838411 3277875.371676092, 4561277.220123428 3277916.105223071, 4561246.01901188 3277930.473369352, 4561244.535386585 3277925.69874523, 4561229.064758186 3277888.95301756));POINT (4561252.804180196 3277902.877201656);23,927980622454537;2,3927520017694195e-05
2067;commercial;POLYGON ((4561246.01901188 3277930.473369352, 4561277.220123428 3277916.105223071, 4561290.597237589 3277944.859887209, 4561285.914034543 3277947.049478171, 4561255.57168017 3277961.214295385, 4561246.01901188 3277930.473369352));POINT (4561267.448098351 3277938.462984832);18,756645485609518;1,8756284427134295e-05
2068;commercial;POLYGON ((4546306.59323453 3275560.451936738, 4546375.921182781 3275487.684124914, 4546408.775779314 3275518.097090861, 4546341.933444838 3275597.506676783, 4546306.59323453 3275560.451936738));POINT (4546357.644819115 3275541.848319604);79,00567629745811;7,900415546746536e-05
2069;commercial;POLYGON ((4554587.493972981 3278297.103190436, 4554639.448948549 3278289.24939111, 4554654.468260972 3278373.29290701, 4554598.12677184 3278384.047123896, 4554596.133647557 3278380.008340105, 4554594.263547687 3278336.220674208, 4554587.493972981 3278297.103190436));POINT (4554620.153784038 3278336.76952798);75,95290835717584;7,595144629183472e-05
2070;commercial;POLYGON ((4556940.050599468 3274259.931258327, 4556944.1339428 3274254.978924467, 4557014.228933247 3274253.609014958, 4557015.819195026 3274276.337308241, 4557015.409000971 3274313.67761713, 4557018.992469873 3274320.813036871, 4556994.624523049 3274393.965506176, 4556983.464871427 3274424.150580302, 4556978.010766201 3274426.106867659, 4556940.050599468 3274259.931258327));POINT (4556982.614513931 3274318.723190745);134,07200477930314;0,00013406942394289225
2071;commercial;POLYGON ((4555671.556455027 3274398.08655001, 4555674.766785836 3274397.437105477, 4555682.750623435 3274395.55523678, 4555676.329438285 3274367.606135605, 4555710.552003019 3274358.282308167, 4555725.098825996 3274462.607279023, 4555682.251676526 3274444.902048236, 4555681.278242596 3274440.967132494, 4555678.98306647 3274430.863450792, 4555671.556455027 3274398.08655001));POINT (4555698.89402997 3274410.143489237);57,63334195945525;5,7632232538978876e-05
2072;commercial;POLYGON ((4555463.340443382 3274350.777799974, 4555465.564172822 3274347.886323668, 4555528.540441814 3274259.159756041, 4555531.729480178 3274260.236221256, 4555543.546267433 3274264.865111426, 4555541.49535882 3274267.408230837, 4555567.513817715 3274277.79346397, 4555561.904096045 3274292.679824411, 4555571.928598609 3274297.992335818, 4555586.035856067 3274305.437815475, 4555591.046821248 3274308.049464979, 4555557.393195719 3274391.16165078, 4555554.15551501 3274392.667808897, 4555535.197497278 3274385.091964815, 4555534.804086182 3274383.658210976, 4555466.529054735 3274356.411304915, 4555463.340443382 3274350.777799974));POINT (4555531.764564073 3274328.881813719);152,26361673883628;0,00015226068572063615
2073;commercial;POLYGON ((4555341.696845065 3274546.955914454, 4555362.450945057 3274517.491117049, 4555379.340953684 3274505.781412284, 4555443.196936412 3274413.786555142, 4555450.418753956 3274416.191203032, 4555496.97648677 3274432.889766244, 4555526.068187607 3274443.342985719, 4555466.359697934 3274531.678905702, 4555472.9654087 3274536.026444433, 4555418.276096868 3274617.738024221, 4555395.686887311 3274602.435733761, 4555404.816398309 3274588.50763669, 4555400.584262851 3274585.665779816, 4555341.696845065 3274546.955914454));POINT (4555433.378084465 3274508.343630656);270,622499565691;0,000270617290182855
2074;commercial;POLYGON ((4555043.528353379 3275248.768585976, 4555226.027275604 3274974.873779573, 4555305.291487311 3275027.431070459, 4555306.304116626 3275031.4011947, 4555290.982937144 3275054.104806546, 4555289.41120438 3275056.436797067, 4555270.562479834 3275084.45471628, 4555257.583312911 3275104.205642723, 4555250.177235401 3275115.352331227, 4555239.852880182 3275130.716912415, 4555190.282507394 3275204.852033442, 4555172.768783657 3275231.106394227, 4555158.566002308 3275252.459584406, 4555155.906649443 3275256.37783133, 4555141.093373044 3275278.571146535, 4555126.647219772 3275300.759650598, 4555122.961062762 3275301.431387125, 4555043.528353379 3275248.768585976));POINT (4555175.591080592 3275138.796897955);520,1599292913423;0,0005201499164054515
2075;commercial;POLYGON ((4539531.887170902 3263762.904541379, 4539536.885856749 3263750.11403966, 4539543.639233899 3263742.870838573, 4539581.363201022 3263644.379251475, 4539611.065462046 3263654.649185599, 4539622.414537144 3263625.006305492, 4539624.677845452 3263619.101952119, 4539627.649571616 3263611.346273468, 4539639.007166641 3263615.836684338, 4539644.754129357 3263617.772995437, 4539652.607888658 3263620.39291511, 4539636.309244184 3263663.240500141, 4539654.775134805 3263669.047936255, 4539684.649642264 3263678.345627533, 4539685.830362788 3263678.732058616, 4539686.914007291 3263679.158755529, 4539666.979148844 3263736.594726551, 4539718.157956773 3263753.207137874, 4539709.787069376 3263778.770667412, 4539712.577755296 3263779.685075819, 4539697.477781201 3263826.952378986, 4539637.58960692 3263804.32924233, 4539623.830682035 3263798.596332161, 4539531.887170902 3263762.904541379));POINT (4539627.327048205 3263731.020080887);328,8205612280575;0,0003288142315541001
2076;commercial;POLYGON ((4538244.743428548 3274323.231442865, 4538252.923035565 3274314.579541883, 4538259.531805727 3274304.900404216, 4538265.279177105 3274293.356360698, 4538275.288969835 3274272.976723098, 4538285.814643437 3274251.071372486, 4538314.386258623 3274272.694344192, 4538308.857522462 3274295.399122209, 4538305.080069645 3274299.878042626, 4538291.827303478 3274315.580738317, 4538267.471152423 3274344.46302492, 4538265.010087267 3274344.521690598, 4538252.400613382 3274331.745552127, 4538244.743428548 3274323.231442865));POINT (4538281.504923333 3274298.400232545);48,14529511516564;4,814436833607517e-05
2077;commercial;POLYGON ((4551448.666010894 3282399.824335039, 4551459.711544593 3282368.465114123, 4551469.980973831 3282367.419572617, 4551525.470997996 3282362.787325663, 4551547.540939199 3282362.172110051, 4551549.666368438 3282401.27881359, 4551473.956321215 3282403.114341715, 4551448.666010894 3282399.824335039));POINT (4551502.697123022 3282383.837564428);56,713904199726464;5,671281247808626e-05
2078;industrial;POLYGON ((4559800.365914412 3266249.298842187, 4559802.237803536 3266247.606532656, 4559807.427241079 3266242.898990257, 4559842.501324011 3266280.016360966, 4559827.524247414 3266295.136867201, 4559821.911486125 3266298.05227416, 4559800.365914412 3266249.298842187));POINT (4559820.564018257 3266271.458884951);15,50779825146412;1,5507499732094277e-05
2079;commercial;POLYGON ((4553411.823585498 3272460.80146542, 4553424.360976417 3272451.342263261, 4553476.955128869 3272406.523637488, 4553485.38643018 3272398.965736241, 4553592.640647335 3272302.798219204, 4553634.832873427 3272349.633320904, 4553596.563434691 3272378.647035489, 4553568.445127609 3272399.961495404, 4553520.450570281 3272437.60898945, 4553510.995323087 3272444.11581055, 4553508.381582642 3272445.35191864, 4553506.017736617 3272446.477246148, 4553480.174022987 3272466.127829926, 4553477.238288301 3272468.997761874, 4553458.735958113 3272471.100729319, 4553445.661996558 3272474.094619866, 4553422.9042447 3272479.384309409, 4553422.138439116 3272477.18672647, 4553421.322133983 3272474.763929132, 4553420.576737049 3272474.862512044, 4553416.107553127 3272461.749789931, 4553411.823585498 3272460.80146542));POINT (4553529.275763457 3272394.907203222);199,71544721059684;0,00019971160276224367
2080;industrial;POLYGON ((4567001.992726007 3266209.038226463, 4567027.732061218 3266211.233722673, 4567027.88493398 3266215.252944936, 4567028.864662057 3266240.976035395, 4567029.548992829 3266258.861777931, 4566999.284571059 3266264.274711483, 4567001.992726007 3266209.038226463));POINT (4567014.299597028 3266236.554152523);23,25059552772114;2,3250147962372863e-05
2081;commercial;POLYGON ((4546970.47718285 3262514.509483387, 4546992.125362738 3262495.445366001, 4547004.89613689 3262501.131537089, 4547002.977110507 3262505.411025751, 4547009.116032618 3262507.986618241, 4547018.061289131 3262511.871417224, 4547023.102758746 3262514.029218303, 4547028.272296545 3262516.215160437, 4547003.785732942 3262555.136011314, 4546970.47718285 3262514.509483387));POINT (4546999.232217104 3262522.251337509);27,14360055156713;2,714307804731472e-05
2082;retail;POLYGON ((4540618.951637205 3262887.734342578, 4540624.698653433 3262864.96307979, 4540626.205045869 3262862.935657862, 4540628.31733556 3262861.670394889, 4540630.430212997 3262861.307505003, 4540660.974675712 3262869.404127671, 4540664.90800442 3262870.960241615, 4540651.961015871 3262901.61070456, 4540618.951637205 3262887.734342578));POINT (4540641.172115325 3262879.984922533);18,951529265797568;1,8951164455881793e-05
2083;retail;POLYGON ((4548651.314251707 3261134.800323641, 4548661.538502598 3261099.552900407, 4548667.84206707 3261096.233351191, 4548687.101017934 3261102.021852551, 4548679.495303242 3261125.702867652, 4548682.591720186 3261136.217653939, 4548651.314251707 3261134.800323641));POINT (4548669.517949871 3261117.48594192);15,743351137280913;1,5743048083605302e-05
2084;commercial;POLYGON ((4547478.335958315 3262158.921297171, 4547479.813953951 3262151.658298547, 4547483.874973934 3262145.973051724, 4547490.167362822 3262140.92476525, 4547511.37155873 3262132.036294809, 4547536.157508096 3262193.599732066, 4547512.961029326 3262202.875885816, 4547498.969523582 3262208.473906924, 4547496.479051989 3262209.473924481, 4547478.742334804 3262166.370863752, 4547478.335958315 3262158.921297171));POINT (4547504.905466281 3262171.662600779);44,092266777726195;4,409141801792935e-05
2085;commercial;POLYGON ((4551008.812935865 3272031.995147308, 4551015.195155207 3271976.852753658, 4551017.47503583 3271967.355099521, 4551037.309027654 3271950.319766712, 4551038.986033239 3271949.484356129, 4551040.611995335 3271949.738430035, 4551083.358990912 3271955.553225198, 4551085.257366769 3271957.825482959, 4551085.870446806 3271960.405470994, 4551074.694588484 3272039.367572268, 4551073.892943325 3272040.956844344, 4551072.226370617 3272041.425059753, 4551008.812935865 3272031.995147308));POINT (4551048.04105086 3271995.457515087);90,07909064141481;9,007735665229924e-05
2086;commercial;POLYGON ((4551083.52014847 3272041.595203083, 4551095.67308991 3271961.21914854, 4551096.85813475 3271959.280090914, 4551099.084433449 3271958.470317529, 4551101.276347161 3271958.394278869, 4551210.080501249 3271974.37735573, 4551210.690765109 3271972.957436969, 4551215.949917767 3271973.5593588, 4551217.139832129 3271975.4309443, 4551218.112247866 3271978.027719674, 4551217.516182681 3271982.913303524, 4551215.698804291 3271982.828502515, 4551205.304044561 3272052.913675801, 4551207.278947242 3272053.551757478, 4551206.448719642 3272059.518282168, 4551204.687276922 3272062.154617167, 4551202.635755081 3272063.150760334, 4551196.30213302 3272062.131045779, 4551196.561844535 3272060.505364524, 4551084.518665015 3272043.636092845, 4551083.52014847 3272041.595203083));POINT (4551150.422248887 3272009.634884212);172,1506377735536;0,0001721473239375678
2087;commercial;POLYGON ((4551071.82393558 3272131.808214895, 4551078.377737607 3272099.41361498, 4551084.178196942 3272055.107075868, 4551085.649154645 3272054.607459124, 4551194.217016989 3272071.671146729, 4551195.026516212 3272069.915136387, 4551200.452497856 3272070.870217314, 4551203.259443549 3272073.184919017, 4551203.280948453 3272076.6397843, 4551202.099666644 3272082.411665613, 4551200.099234682 3272082.318327222, 4551189.619784662 3272154.215632852, 4551187.851076905 3272156.86277448, 4551184.508085068 3272158.155194407, 4551076.299976462 3272141.286657892, 4551073.275544771 3272139.697224292, 4551071.628576904 3272135.977157789, 4551071.82393558 3272131.808214895));POINT (4551136.792437968 3272106.569924568);167,05104256792023;0,00016704782689725247
2088;commercial;POLYGON ((4551098.645828337 3271942.161025855, 4551109.656241124 3271863.40293074, 4551112.116211407 3271861.378496692, 4551114.940379865 3271860.864007359, 4551226.358569198 3271876.802122501, 4551228.658553351 3271878.190716155, 4551229.649218243 3271879.963874012, 4551217.89258068 3271960.826150974, 4551216.947960128 3271962.709551633, 4551215.432088532 3271962.861649535, 4551102.547396959 3271946.20907607, 4551099.833727946 3271944.366730521, 4551098.645828337 3271942.161025855));POINT (4551164.066250547 3271911.555623557);168,6418622566796;0,0001686386159633223
2089;commercial;POLYGON ((4551359.866734649 3271981.624879892, 4551372.189606881 3271902.50504622, 4551372.933984543 3271900.400633227, 4551374.917272097 3271899.412510992, 4551377.297012257 3271899.100249956, 4551560.969788751 3271925.929708155, 4551561.533101135 3271927.682969229, 4551549.443349139 3272010.891187555, 4551547.470506322 3272011.656896893, 4551361.284547774 3271983.418011734, 4551359.866734649 3271981.624879892));POINT (4551461.086119392 3271954.969668364);266,56728902285215;0,0002665621577013164
2090;commercial;POLYGON ((4551229.167858539 3271963.714277906, 4551241.379020932 3271882.438710106, 4551242.520858236 3271880.98789288, 4551245.812401595 3271879.637393522, 4551344.005628179 3271894.103168791, 4551353.639895158 3271895.466567322, 4551357.833924762 3271896.464568348, 4551359.448951102 3271898.69028294, 4551359.952357716 3271901.721993173, 4551348.354222354 3271979.159891302, 4551345.656862679 3271981.607645885, 4551231.871566039 3271965.767921143, 4551229.958708402 3271965.255283112, 4551229.167858539 3271963.714277906));POINT (4551294.735913986 3271930.739397819);168,16284302412927;0,0001681596059517147
